employee_scd_id,employee_id,year,status,country,department,last_promotion_date,last_training_date,absenteeism_days,annual_salary,remote_days,last_promotion_range,age_group
202501463,1463,2025,Manager,Germany,Customer Experience & Design,2022-07-02,2024-03-19,3,109500,101,3–5 years,30–39
202501464,1464,2025,Manager,Sweden,Human Resources,2025-06-12,2025-03-21,9,100900,118,Less than 1 year,Under 30
202501465,1465,2025,Manager,Sweden,Human Resources,2021-12-25,,6,96600,124,3–5 years,40–49
202501466,1466,2025,Non-manager,Sweden,Data & Analytics Consulting,2022-11-17,2024-04-21,4,66600,118,3–5 years,Under 30
202501467,1467,2025,Manager,Sweden,Data & Analytics Consulting,,2025-03-05,5,108600,151,Not available,40–49
202501468,1468,2025,Non-manager,Sweden,Transformation & Change Management,,,7,88300,99,Not available,30–39
202501469,1469,2025,Manager,Sweden,Sales & Business Development,2024-04-05,2024-12-20,4,105600,94,1–2 years,30–39
202501470,1470,2025,Non-manager,Germany,Data & Analytics Consulting,2023-08-14,2025-05-23,8,51400,149,1–2 years,30–39
202501471,1471,2025,Manager,France,Digital Strategy Consulting,,,4,100800,103,Not available,30–39
202501472,1472,2025,Non-manager,Germany,Sales & Business Development,2022-03-24,2024-09-04,4,73900,106,3–5 years,30–39
202501473,1473,2025,Manager,Germany,Customer Experience & Design,2025-09-01,,5,90300,146,Less than 1 year,30–39
202501474,1474,2025,Manager,Spain,Transformation & Change Management,2018-04-04,,6,111900,128,6–10 years,40–49
202501475,1475,2025,Manager,Sweden,Customer Experience & Design,2022-05-12,,7,188900,93,3–5 years,40–49
202501476,1476,2025,Non-manager,France,Digital Strategy Consulting,,2023-07-10,3,42100,155,Not available,Under 30
202501477,1477,2025,Non-manager,France,Digital Strategy Consulting,,,6,67000,110,Not available,30–39
202501478,1478,2025,Manager,Sweden,Customer Experience & Design,,2025-06-07,6,168600,135,Not available,40–49
202501479,1479,2025,Manager,France,Digital Marketing & Growth,2024-08-08,2025-01-16,7,121800,113,1–2 years,40–49
202501480,1480,2025,Manager,Denmark,Technology & IT Strategy,2024-05-26,2024-10-02,6,95700,155,1–2 years,Under 30
202501481,1481,2025,Non-manager,France,Digital Strategy Consulting,2023-10-12,,4,49000,131,1–2 years,Under 30
202501482,1482,2025,Manager,Germany,Digital Strategy Consulting,,,7,88400,144,Not available,Under 30
202501483,1483,2025,Manager,Germany,Sales & Business Development,2021-11-29,,4,142500,130,3–5 years,40–49
202501485,1485,2025,Non-manager,Germany,Data & Analytics Consulting,2021-04-20,2025-08-14,7,71100,132,3–5 years,Under 30
202501486,1486,2025,Manager,Germany,Digital Marketing & Growth,2023-03-04,2023-05-31,2,80500,114,1–2 years,30–39
202501487,1487,2025,Non-manager,Sweden,Human Resources,,2024-06-30,5,43900,121,Not available,Under 30
202501488,1488,2025,Non-manager,Germany,Digital Strategy Consulting,,2023-07-14,1,97800,84,Not available,40–49
202501489,1489,2025,Manager,Sweden,Finance & Operations,2023-05-25,2025-05-09,6,105300,113,1–2 years,30–39
202501491,1491,2025,Manager,Spain,Transformation & Change Management,,2025-04-25,7,76900,125,Not available,40–49
202501492,1492,2025,Manager,Sweden,Data & Analytics Consulting,2024-09-25,2023-03-24,2,116400,116,1–2 years,30–39
202501493,1493,2025,Manager,Denmark,Finance & Operations,2023-12-28,,3,96500,145,1–2 years,40–49
202501494,1494,2025,Non-manager,Sweden,Cybersecurity & Digital Risk,2025-09-01,,7,69000,113,Less than 1 year,30–39
202501496,1496,2025,Manager,Germany,Transformation & Change Management,2019-12-13,,3,114100,101,6–10 years,40–49
202501497,1497,2025,Manager,Sweden,Data & Analytics Consulting,2024-11-06,2023-12-14,4,111600,107,1–2 years,Under 30
202501498,1498,2025,Non-manager,Denmark,Customer Experience & Design,2024-09-19,2024-09-11,4,57300,129,1–2 years,40–49
202501499,1499,2025,Non-manager,France,Customer Experience & Design,,,2,60600,138,Not available,40–49
202501500,1500,2025,Manager,Sweden,Finance & Operations,,2025-06-02,4,103800,140,Not available,40–49
202501502,1502,2025,Manager,Sweden,Technology & IT Strategy,,2023-06-05,4,136900,118,Not available,40–49
202501503,1503,2025,Manager,Sweden,Digital Strategy Consulting,2024-07-04,2024-05-14,3,71200,112,1–2 years,Under 30
202501504,1504,2025,Non-manager,Spain,Digital Marketing & Growth,,,7,51400,133,Not available,30–39
202501505,1505,2025,Non-manager,Sweden,Digital Strategy Consulting,,2024-04-01,7,76600,128,Not available,30–39
202501506,1506,2025,Manager,Spain,Digital Marketing & Growth,,,3,78200,125,Not available,30–39
202501507,1507,2025,Non-manager,Germany,Customer Experience & Design,,2025-06-02,6,86700,115,Not available,60 and above
202501508,1508,2025,Non-manager,Germany,Transformation & Change Management,2022-03-18,2024-07-06,8,53300,89,3–5 years,Under 30
202501509,1509,2025,Non-manager,Sweden,Customer Experience & Design,,,7,91200,108,Not available,40–49
202501510,1510,2025,Manager,Denmark,Digital Strategy Consulting,2017-07-09,,4,190600,134,6–10 years,50–59
202501511,1511,2025,Non-manager,Sweden,Technology & IT Strategy,,2023-04-30,2,95000,135,Not available,40–49
202501512,1512,2025,Non-manager,Denmark,Transformation & Change Management,2025-10-19,,3,54900,115,Less than 1 year,40–49
202501513,1513,2025,Non-manager,Sweden,Cybersecurity & Digital Risk,2023-12-02,2023-07-21,5,60600,109,1–2 years,30–39
202501514,1514,2025,Manager,Sweden,Digital Strategy Consulting,2021-04-03,2025-04-12,5,102100,159,3–5 years,Under 30
202501515,1515,2025,Manager,Spain,Digital Marketing & Growth,,2023-06-07,3,60800,142,Not available,30–39
202501516,1516,2025,Non-manager,Spain,Digital Strategy Consulting,,,5,57500,144,Not available,40–49
202501517,1517,2025,Non-manager,Sweden,Transformation & Change Management,,2023-01-09,6,69100,104,Not available,30–39
202501518,1518,2025,Manager,Germany,Digital Strategy Consulting,2025-03-08,,1,88700,126,Less than 1 year,Under 30
202501519,1519,2025,Non-manager,Denmark,Customer Experience & Design,,2023-07-14,3,62500,120,Not available,30–39
202501520,1520,2025,Non-manager,Sweden,Digital Strategy Consulting,,,4,91200,84,Not available,40–49
202501521,1521,2025,Manager,Germany,Transformation & Change Management,2023-01-04,,6,82700,115,1–2 years,30–39
202501522,1522,2025,Manager,Germany,Customer Experience & Design,2023-10-23,2023-06-17,6,85700,101,1–2 years,30–39
202501523,1523,2025,Manager,Sweden,Customer Experience & Design,,2025-06-17,2,138300,102,Not available,40–49
202501524,1524,2025,Manager,Sweden,Technology & IT Strategy,2024-08-20,2023-07-09,6,89800,127,1–2 years,Under 30
202501525,1525,2025,Manager,Sweden,Customer Experience & Design,,2025-02-06,6,113900,74,Not available,40–49
202501526,1526,2025,Non-manager,Sweden,Digital Strategy Consulting,2023-04-15,2025-10-29,2,73000,126,1–2 years,30–39
202501527,1527,2025,Manager,Spain,Digital Strategy Consulting,,2023-02-17,4,99500,109,Not available,30–39
202501529,1529,2025,Non-manager,Sweden,Sales & Business Development,2025-06-11,2025-02-01,6,58000,131,Less than 1 year,30–39
202501531,1531,2025,Manager,Germany,Sales & Business Development,,,3,145400,144,Not available,40–49
202501532,1532,2025,Manager,Spain,Customer Experience & Design,,2024-09-09,3,112800,118,Not available,50–59
202501533,1533,2025,Non-manager,Sweden,Digital Strategy Consulting,,2024-01-16,7,46100,126,Not available,30–39
202501534,1534,2025,Manager,Germany,Transformation & Change Management,,2024-11-30,2,89400,80,Not available,Under 30
202501535,1535,2025,Non-manager,Denmark,Data & Analytics Consulting,2020-12-21,2023-04-22,5,83500,113,3–5 years,30–39
202501537,1537,2025,Manager,Denmark,Transformation & Change Management,,2025-06-14,8,132300,106,Not available,30–39
202501538,1538,2025,Non-manager,Sweden,Technology & IT Strategy,,2023-09-10,2,104600,131,Not available,50–59
202501539,1539,2025,Non-manager,Spain,Sales & Business Development,2025-06-21,2024-06-16,1,46700,138,Less than 1 year,30–39
202501540,1540,2025,Manager,Sweden,Cybersecurity & Digital Risk,2022-09-12,2025-02-17,8,102200,85,3–5 years,Under 30
202501541,1541,2025,Non-manager,France,Customer Experience & Design,2022-09-22,2024-01-19,4,51700,73,3–5 years,40–49
202501542,1542,2025,Non-manager,Denmark,Sales & Business Development,,2023-01-16,7,88800,103,Not available,40–49
202501543,1543,2025,Non-manager,Germany,Cybersecurity & Digital Risk,2025-03-04,2023-01-10,6,59100,92,Less than 1 year,30–39
202501544,1544,2025,Non-manager,Sweden,Human Resources,,2023-01-09,4,95400,126,Not available,60 and above
202501545,1545,2025,Manager,Germany,Data & Analytics Consulting,2024-03-23,2023-02-24,6,150500,78,1–2 years,50–59
202501546,1546,2025,Manager,Germany,Technology & IT Strategy,2023-08-18,2024-08-10,4,115100,84,1–2 years,Under 30
202501547,1547,2025,Manager,Sweden,Transformation & Change Management,,2024-11-16,7,138600,94,Not available,40–49
202501548,1548,2025,Manager,Germany,Data & Analytics Consulting,,2024-09-30,5,107100,106,Not available,40–49
202501549,1549,2025,Manager,Spain,Digital Strategy Consulting,,,2,68500,122,Not available,Under 30
202501550,1550,2025,Non-manager,France,Data & Analytics Consulting,,2023-09-30,6,61900,134,Not available,Under 30
202501551,1551,2025,Manager,Spain,Transformation & Change Management,,2024-09-24,6,77300,120,Not available,30–39
202501552,1552,2025,Manager,Denmark,Sales & Business Development,2020-01-06,2025-08-01,4,130200,90,3–5 years,30–39
202501553,1553,2025,Manager,Sweden,Finance & Operations,,2023-10-31,9,191400,138,Not available,60 and above
202501554,1554,2025,Non-manager,Sweden,Transformation & Change Management,2024-03-26,2023-07-16,5,50300,154,1–2 years,30–39
202501555,1555,2025,Non-manager,France,Technology & IT Strategy,,2023-08-14,6,55700,115,Not available,Under 30
202501556,1556,2025,Manager,Denmark,Sales & Business Development,,,3,159200,122,Not available,30–39
202501557,1557,2025,Manager,Spain,Technology & IT Strategy,2020-07-14,,4,125300,131,3–5 years,50–59
202501558,1558,2025,Manager,Sweden,Transformation & Change Management,2025-02-16,2025-08-22,9,91300,101,Less than 1 year,Under 30
202501559,1559,2025,Manager,Germany,Transformation & Change Management,,2024-09-10,4,106400,117,Not available,30–39
202501560,1560,2025,Manager,Sweden,Sales & Business Development,,2025-09-21,4,96300,114,Not available,Under 30
202501561,1561,2025,Manager,Spain,Finance & Operations,2017-11-27,2024-09-06,7,106500,107,6–10 years,40–49
202501562,1562,2025,Manager,Sweden,Digital Strategy Consulting,2025-07-24,2023-01-15,6,91100,92,Less than 1 year,30–39
202501563,1563,2025,Non-manager,Sweden,Customer Experience & Design,2022-04-07,2023-04-08,4,64700,133,3–5 years,30–39
202501564,1564,2025,Manager,Germany,Digital Marketing & Growth,,2025-01-10,7,127800,103,Not available,40–49
202501565,1565,2025,Non-manager,Sweden,Digital Strategy Consulting,2023-07-24,2025-10-07,1,72000,98,1–2 years,30–39
202501566,1566,2025,Manager,Sweden,Digital Strategy Consulting,2022-05-30,,5,103300,138,3–5 years,30–39
202501567,1567,2025,Manager,Sweden,Customer Experience & Design,2021-03-04,2024-05-02,4,93400,110,3–5 years,30–39
202501568,1568,2025,Manager,Sweden,Technology & IT Strategy,2022-10-05,,9,103000,101,3–5 years,30–39
202501569,1569,2025,Manager,France,Digital Strategy Consulting,,2023-11-22,4,104200,127,Not available,40–49
202501570,1570,2025,Non-manager,France,Transformation & Change Management,,,2,44400,128,Not available,Under 30
202501571,1571,2025,Non-manager,Spain,Technology & IT Strategy,,2025-05-07,5,60700,111,Not available,40–49
202501572,1572,2025,Manager,Germany,Sales & Business Development,2025-02-07,,5,91300,129,Less than 1 year,30–39
202501573,1573,2025,Manager,Sweden,Transformation & Change Management,2023-09-26,2023-04-08,2,121300,92,1–2 years,30–39
202501574,1574,2025,Manager,Sweden,Finance & Operations,2025-10-17,2023-07-01,6,103500,141,Less than 1 year,40–49
202501575,1575,2025,Non-manager,Sweden,Digital Strategy Consulting,2023-06-28,2025-10-21,3,59500,118,1–2 years,30–39
202501576,1576,2025,Non-manager,Sweden,Technology & IT Strategy,,2025-05-05,2,59500,107,Not available,Under 30
202501577,1577,2025,Manager,Sweden,Finance & Operations,,2024-12-02,6,95300,119,Not available,30–39
202501578,1578,2025,Manager,Spain,Sales & Business Development,2019-07-20,2023-06-11,5,82000,96,6–10 years,30–39
202501579,1579,2025,Non-manager,Sweden,Transformation & Change Management,2023-06-18,,2,48300,98,1–2 years,30–39
202501580,1580,2025,Manager,Germany,Transformation & Change Management,,2025-03-09,4,138700,96,Not available,30–39
202501581,1581,2025,Manager,France,Digital Strategy Consulting,2024-03-19,2023-11-24,9,76600,123,1–2 years,30–39
202501582,1582,2025,Non-manager,Sweden,Data & Analytics Consulting,,2023-12-31,4,44700,87,Not available,Under 30
202501583,1583,2025,Non-manager,Sweden,Sales & Business Development,,2025-01-31,2,70800,153,Not available,30–39
202501584,1584,2025,Manager,Germany,Technology & IT Strategy,2022-09-02,2024-11-04,3,94500,129,3–5 years,30–39
202501585,1585,2025,Manager,Sweden,Digital Strategy Consulting,,2023-05-17,6,135800,90,Not available,40–49
202501586,1586,2025,Manager,Sweden,Digital Strategy Consulting,,2025-09-01,6,75700,110,Not available,Under 30
202501587,1587,2025,Non-manager,Sweden,Digital Marketing & Growth,2023-11-13,,6,45700,133,1–2 years,30–39
202501588,1588,2025,Non-manager,Sweden,Digital Marketing & Growth,,2024-07-24,1,70400,106,Not available,40–49
202501589,1589,2025,Non-manager,France,Cybersecurity & Digital Risk,2024-05-20,2025-05-31,6,60300,146,1–2 years,30–39
202501590,1590,2025,Manager,Sweden,Digital Strategy Consulting,2019-10-14,2023-07-17,2,115000,72,6–10 years,40–49
202501591,1591,2025,Manager,Sweden,Finance & Operations,2017-10-13,,8,118600,120,6–10 years,40–49
202501592,1592,2025,Manager,France,Technology & IT Strategy,,,1,130000,132,Not available,50–59
202501593,1593,2025,Manager,France,Technology & IT Strategy,,,4,127100,145,Not available,30–39
202501594,1594,2025,Non-manager,France,Technology & IT Strategy,,,3,65600,115,Not available,Under 30
202501595,1595,2025,Manager,Spain,Data & Analytics Consulting,2021-02-02,,7,86600,112,3–5 years,40–49
202501596,1596,2025,Manager,Sweden,Technology & IT Strategy,2024-04-28,2025-07-26,0,96900,105,1–2 years,30–39
202501597,1597,2025,Non-manager,Germany,Cybersecurity & Digital Risk,2025-02-04,2025-12-08,3,71500,88,Less than 1 year,30–39
202501598,1598,2025,Manager,Spain,Finance & Operations,2023-09-12,2025-12-09,4,78800,106,1–2 years,40–49
202501600,1600,2025,Manager,France,Transformation & Change Management,,2024-09-18,5,130200,142,Not available,40–49
202501601,1601,2025,Non-manager,Sweden,Technology & IT Strategy,,2024-02-05,11,78200,135,Not available,Under 30
202501602,1602,2025,Non-manager,France,Sales & Business Development,,2025-02-07,7,95500,126,Not available,50–59
202501603,1603,2025,Non-manager,Sweden,Transformation & Change Management,2022-09-13,,7,57100,99,3–5 years,Under 30
202501605,1605,2025,Non-manager,Sweden,Customer Experience & Design,2021-08-21,2023-06-27,5,61900,82,3–5 years,30–39
202501606,1606,2025,Manager,France,Customer Experience & Design,,2023-10-18,3,79900,114,Not available,30–39
202501607,1607,2025,Non-manager,Germany,Sales & Business Development,,2025-04-03,4,85200,116,Not available,40–49
202501608,1608,2025,Non-manager,Spain,Digital Strategy Consulting,,2023-07-04,3,57800,117,Not available,30–39
202501609,1609,2025,Non-manager,Sweden,Human Resources,2018-12-29,,5,83400,135,6–10 years,40–49
202501610,1610,2025,Non-manager,Sweden,Transformation & Change Management,,2025-04-14,8,109000,116,Not available,50–59
202501611,1611,2025,Non-manager,Denmark,Technology & IT Strategy,,2023-01-10,4,116400,101,Not available,40–49
202501612,1612,2025,Non-manager,Sweden,Cybersecurity & Digital Risk,2024-05-24,,4,55800,104,1–2 years,30–39
202501613,1613,2025,Non-manager,Germany,Data & Analytics Consulting,,2025-12-13,6,52000,85,Not available,40–49
202501615,1615,2025,Manager,Sweden,Customer Experience & Design,,2023-05-03,1,146800,139,Not available,30–39
202501616,1616,2025,Non-manager,Spain,Sales & Business Development,2025-03-30,2024-02-13,8,41900,93,Less than 1 year,Under 30
202501617,1617,2025,Non-manager,Sweden,Data & Analytics Consulting,2021-08-25,,5,55000,83,3–5 years,30–39
202501618,1618,2025,Manager,Denmark,Digital Strategy Consulting,,2023-09-07,4,154500,109,Not available,30–39
202501619,1619,2025,Manager,Sweden,Digital Strategy Consulting,2025-02-28,2024-08-17,10,109500,120,Less than 1 year,30–39
202501620,1620,2025,Manager,France,Transformation & Change Management,,2025-06-18,4,117700,120,Not available,40–49
202501621,1621,2025,Non-manager,Spain,Digital Strategy Consulting,2022-05-03,2024-04-19,4,44500,133,3–5 years,Under 30
202501622,1622,2025,Manager,Denmark,Digital Marketing & Growth,2021-01-08,2025-11-30,6,177800,97,3–5 years,50–59
202501623,1623,2025,Manager,Denmark,Cybersecurity & Digital Risk,2022-05-05,2023-06-28,4,129500,89,3–5 years,40–49
202501624,1624,2025,Manager,France,Digital Strategy Consulting,,2025-07-09,5,89100,146,Not available,30–39
202501625,1625,2025,Manager,Denmark,Digital Strategy Consulting,,2024-01-26,5,184400,75,Not available,50–59
202501626,1626,2025,Manager,Denmark,Finance & Operations,2024-01-09,,5,104100,96,1–2 years,Under 30
202501627,1627,2025,Non-manager,Denmark,Digital Marketing & Growth,,2025-06-20,4,68500,121,Not available,40–49
202501628,1628,2025,Manager,Sweden,Transformation & Change Management,2024-03-07,,8,89100,108,1–2 years,Under 30
202501630,1630,2025,Non-manager,Spain,Digital Marketing & Growth,,2025-04-02,7,68300,113,Not available,40–49
202501631,1631,2025,Non-manager,Sweden,Digital Strategy Consulting,2023-04-04,2025-02-01,6,99400,132,1–2 years,40–49
202501632,1632,2025,Manager,France,Data & Analytics Consulting,,2025-08-29,6,119300,133,Not available,40–49
202501633,1633,2025,Non-manager,Sweden,Digital Strategy Consulting,,2024-04-07,4,52100,138,Not available,Under 30
202501634,1634,2025,Manager,Sweden,Transformation & Change Management,,2024-03-05,3,139700,115,Not available,40–49
202501635,1635,2025,Manager,Sweden,Transformation & Change Management,2021-12-28,2025-04-24,8,106900,101,3–5 years,40–49
202501636,1636,2025,Manager,France,Digital Strategy Consulting,2025-09-13,2023-12-31,4,102700,111,Less than 1 year,30–39
202501637,1637,2025,Non-manager,France,Technology & IT Strategy,,2025-02-23,3,82800,156,Not available,40–49
202501638,1638,2025,Non-manager,Spain,Customer Experience & Design,2022-03-25,,6,52300,117,3–5 years,30–39
202501639,1639,2025,Non-manager,Sweden,Technology & IT Strategy,2022-12-31,2025-02-07,3,70100,111,3–5 years,30–39
202501640,1640,2025,Non-manager,Sweden,Data & Analytics Consulting,2023-07-17,,6,63000,104,1–2 years,30–39
202501641,1641,2025,Manager,Sweden,Finance & Operations,,2024-07-18,8,80500,104,Not available,Under 30
202501642,1642,2025,Manager,Spain,Cybersecurity & Digital Risk,,2025-05-12,6,86400,93,Not available,30–39
202501643,1643,2025,Manager,Sweden,Finance & Operations,2019-11-02,2025-05-28,6,165500,71,6–10 years,40–49
202501644,1644,2025,Manager,Germany,Data & Analytics Consulting,,2024-08-04,6,110700,135,Not available,30–39
202501645,1645,2025,Manager,Sweden,Cybersecurity & Digital Risk,,2023-11-10,4,135000,127,Not available,50–59
202501646,1646,2025,Manager,Spain,Transformation & Change Management,,2024-08-29,6,106300,116,Not available,30–39
202501647,1647,2025,Non-manager,Sweden,Cybersecurity & Digital Risk,,2024-12-30,3,72100,121,Not available,40–49
202501648,1648,2025,Manager,Spain,Finance & Operations,2023-03-13,,4,74000,118,1–2 years,30–39
202501649,1649,2025,Manager,Germany,Sales & Business Development,,2025-02-10,2,146800,103,Not available,50–59
202501650,1650,2025,Non-manager,Sweden,Human Resources,2023-09-22,2025-02-12,6,49700,131,1–2 years,30–39
202501651,1651,2025,Non-manager,Germany,Transformation & Change Management,2024-11-01,2023-11-03,3,46300,110,1–2 years,30–39
202501652,1652,2025,Manager,Sweden,Technology & IT Strategy,2025-11-29,,9,93300,98,Less than 1 year,30–39
202501654,1654,2025,Non-manager,France,Customer Experience & Design,,,9,79200,119,Not available,40–49
202501655,1655,2025,Manager,France,Finance & Operations,,,5,78400,102,Not available,30–39
202501656,1656,2025,Manager,Sweden,Transformation & Change Management,2025-06-24,2024-10-23,6,93400,130,Less than 1 year,Under 30
202501657,1657,2025,Manager,France,Customer Experience & Design,,,4,107500,105,Not available,40–49
202501658,1658,2025,Non-manager,Spain,Technology & IT Strategy,,,2,60400,115,Not available,30–39
202501659,1659,2025,Non-manager,Sweden,Cybersecurity & Digital Risk,,2025-02-22,5,72800,94,Not available,30–39
202501660,1660,2025,Manager,France,Digital Strategy Consulting,2024-04-01,2024-09-03,5,71400,98,1–2 years,30–39
202501661,1661,2025,Non-manager,Sweden,Digital Strategy Consulting,2022-02-01,2024-09-24,9,73200,110,3–5 years,30–39
202501662,1662,2025,Manager,Spain,Sales & Business Development,,2023-12-05,6,104700,97,Not available,30–39
202501663,1663,2025,Manager,Sweden,Customer Experience & Design,,2023-12-20,4,73900,98,Not available,Under 30
202501664,1664,2025,Non-manager,Denmark,Sales & Business Development,2022-10-23,,8,71400,138,3–5 years,Under 30
202501665,1665,2025,Manager,Sweden,Digital Strategy Consulting,,2025-04-23,6,142100,153,Not available,40–49
202501666,1666,2025,Manager,Spain,Technology & IT Strategy,,2023-10-03,7,102700,106,Not available,30–39
202501667,1667,2025,Manager,Sweden,Sales & Business Development,2025-12-30,2025-03-11,8,86700,119,Less than 1 year,Under 30
202501668,1668,2025,Manager,Sweden,Digital Strategy Consulting,2017-04-09,,7,171400,87,6–10 years,60 and above
202501669,1669,2025,Manager,Sweden,Finance & Operations,2019-01-20,2025-04-06,4,125300,105,6–10 years,40–49
202501670,1670,2025,Non-manager,Sweden,Finance & Operations,2022-10-15,2023-02-19,3,78100,90,3–5 years,30–39
202501672,1672,2025,Non-manager,Sweden,Digital Strategy Consulting,,,9,71500,130,Not available,40–49
202501673,1673,2025,Manager,Sweden,Transformation & Change Management,,2024-10-19,2,101000,117,Not available,30–39
202501674,1674,2025,Manager,Spain,Data & Analytics Consulting,2023-07-24,2023-08-17,5,67500,119,1–2 years,30–39
202501675,1675,2025,Manager,Spain,Finance & Operations,2018-08-30,2024-01-25,3,81300,125,6–10 years,30–39
202501676,1676,2025,Non-manager,Sweden,Data & Analytics Consulting,2024-07-04,2025-10-26,3,59100,133,1–2 years,30–39
202501677,1677,2025,Manager,Denmark,Digital Strategy Consulting,2025-11-09,2023-01-17,4,152200,127,Less than 1 year,40–49
202501678,1678,2025,Manager,Sweden,Digital Strategy Consulting,,,6,85800,83,Not available,Under 30
202501679,1679,2025,Manager,Sweden,Technology & IT Strategy,,2025-09-25,7,119200,82,Not available,40–49
202501680,1680,2025,Manager,Sweden,Data & Analytics Consulting,,2023-12-28,12,191700,108,Not available,50–59
202501681,1681,2025,Manager,France,Digital Marketing & Growth,,,7,109000,116,Not available,30–39
202501682,1682,2025,Manager,Germany,Digital Strategy Consulting,2023-10-25,,4,115300,149,1–2 years,30–39
202501683,1683,2025,Manager,Denmark,Customer Experience & Design,2020-04-26,2023-07-27,5,122300,93,3–5 years,30–39
202501684,1684,2025,Non-manager,Spain,Sales & Business Development,2024-11-26,2025-11-11,6,37700,151,1–2 years,Under 30
202501685,1685,2025,Non-manager,Sweden,Customer Experience & Design,2023-11-09,2024-03-24,9,56800,137,1–2 years,30–39
202501686,1686,2025,Manager,Germany,Transformation & Change Management,,,1,113300,127,Not available,30–39
202501687,1687,2025,Manager,Sweden,Sales & Business Development,,2023-06-15,8,92700,116,Not available,Under 30
202501688,1688,2025,Manager,France,Data & Analytics Consulting,2023-12-17,,5,101200,129,1–2 years,30–39
202501689,1689,2025,Manager,Sweden,Finance & Operations,2025-03-25,2025-08-18,6,101900,104,Less than 1 year,40–49
202501690,1690,2025,Non-manager,Denmark,Finance & Operations,,2025-02-25,2,66500,96,Not available,30–39
202501691,1691,2025,Non-manager,Spain,Finance & Operations,2025-09-28,2024-08-03,4,37100,112,Less than 1 year,30–39
202501692,1692,2025,Non-manager,Spain,Human Resources,,2025-03-20,3,52700,128,Not available,Under 30
202501693,1693,2025,Manager,Sweden,Digital Marketing & Growth,2020-09-05,2023-03-02,3,107500,104,3–5 years,Under 30
202501694,1694,2025,Manager,France,Data & Analytics Consulting,,2025-12-13,9,76700,53,Not available,Under 30
202501695,1695,2025,Manager,Sweden,Digital Marketing & Growth,2021-07-03,2025-05-23,8,187600,123,3–5 years,50–59
202501696,1696,2025,Manager,Germany,Digital Strategy Consulting,2021-06-30,2023-12-23,3,112700,147,3–5 years,30–39
202501697,1697,2025,Manager,Sweden,Customer Experience & Design,,,2,88700,116,Not available,Under 30
202501698,1698,2025,Non-manager,France,Transformation & Change Management,,2024-09-16,5,83100,119,Not available,30–39
202501699,1699,2025,Manager,Sweden,Sales & Business Development,2025-05-08,2023-02-16,10,92500,110,Less than 1 year,30–39
202501700,1700,2025,Manager,Spain,Technology & IT Strategy,,2023-02-04,8,87000,142,Not available,30–39
202501701,1701,2025,Manager,France,Transformation & Change Management,,2025-08-29,8,74700,113,Not available,Under 30
202501702,1702,2025,Manager,Spain,Sales & Business Development,2025-05-22,2025-06-08,12,68300,108,Less than 1 year,30–39
202501703,1703,2025,Manager,France,Sales & Business Development,2023-10-25,2025-02-15,4,76500,100,1–2 years,Under 30
202501704,1704,2025,Non-manager,Sweden,Digital Strategy Consulting,2021-04-20,,7,85200,88,3–5 years,50–59
202501705,1705,2025,Non-manager,Sweden,Technology & IT Strategy,2023-03-30,,2,53300,95,1–2 years,30–39
202501706,1706,2025,Manager,Sweden,Transformation & Change Management,,,7,76400,133,Not available,30–39
202501708,1708,2025,Manager,Sweden,Data & Analytics Consulting,,2024-02-26,6,112800,93,Not available,30–39
202501709,1709,2025,Manager,Sweden,Finance & Operations,,2023-07-10,5,119700,123,Not available,40–49
202501710,1710,2025,Manager,Sweden,Finance & Operations,,2024-06-06,4,100700,130,Not available,30–39
202501711,1711,2025,Non-manager,Sweden,Digital Marketing & Growth,,2023-05-16,5,95900,125,Not available,40–49
202501712,1712,2025,Manager,Germany,Sales & Business Development,2022-08-14,,2,100200,109,3–5 years,Under 30
202501714,1714,2025,Non-manager,France,Sales & Business Development,,2023-09-18,3,59600,146,Not available,Under 30
202501716,1716,2025,Manager,Sweden,Cybersecurity & Digital Risk,2025-05-19,2024-04-17,4,93100,97,Less than 1 year,Under 30
202501717,1717,2025,Manager,Germany,Digital Strategy Consulting,2021-10-07,2023-05-16,5,102400,98,3–5 years,40–49
202501718,1718,2025,Manager,Sweden,Sales & Business Development,2016-09-29,,4,174500,87,6–10 years,40–49
202501719,1719,2025,Non-manager,Germany,Finance & Operations,,2023-03-03,6,64800,111,Not available,30–39
202501720,1720,2025,Manager,Germany,Digital Strategy Consulting,2024-04-05,2025-04-02,9,92500,95,1–2 years,40–49
202501721,1721,2025,Non-manager,Sweden,Customer Experience & Design,2022-09-05,2024-11-06,1,57900,130,3–5 years,30–39
202501722,1722,2025,Non-manager,Sweden,Transformation & Change Management,,2023-11-05,4,111200,128,Not available,50–59
202501724,1724,2025,Manager,Spain,Technology & IT Strategy,,,7,94800,111,Not available,Under 30
202501725,1725,2025,Manager,Sweden,Digital Marketing & Growth,,,6,108000,136,Not available,30–39
202501726,1726,2025,Manager,Denmark,Data & Analytics Consulting,2016-04-06,,7,179800,124,6–10 years,50–59
202501727,1727,2025,Non-manager,Spain,Data & Analytics Consulting,2021-11-19,2023-02-22,5,57700,122,3–5 years,30–39
202501728,1728,2025,Manager,Denmark,Digital Strategy Consulting,2025-02-24,2023-05-08,7,117900,103,Less than 1 year,30–39
202501729,1729,2025,Non-manager,France,Digital Marketing & Growth,,,8,58400,153,Not available,30–39
